name of file ,feature 1 , feature 2 , feature 3 , feature 4, feature 5, feature 6, result
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted222.txt,22713,3259,857,9888,111,458,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted78.txt,30675,4321,1142,13451,149,628,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted71.txt,18217,2879,702,7902,83,348,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted155.txt,27550,4134,848,12199,148,608,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted60.txt,13899,1935,494,6203,75,308,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted205.txt,14219,1922,512,6306,75,324,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted225.txt,30891,4276,1105,13748,166,696,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted224.txt,19078,2945,584,8448,106,440,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted50.txt,23909,3525,799,10545,127,542,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted206.txt,33626,4988,1258,14692,149,632,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted235.txt,25815,3849,815,11406,137,582,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted18.txt,21945,3340,830,9447,97,392,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted173.txt,32714,4613,1103,14701,180,744,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted236.txt,21989,3026,796,9723,120,504,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted290.txt,27082,3994,1022,11745,126,520,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted167.txt,29715,4221,1043,13193,149,642,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted251.txt,18648,2832,575,8292,104,442,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted223.txt,34249,4902,1218,15245,174,736,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted59.txt,34951,5146,1298,15333,166,680,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted298.txt,33739,5006,1262,14746,151,632,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted299.txt,33825,4878,1096,15126,182,776,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted142.txt,39042,5677,1465,17016,186,784,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted214.txt,19204,3004,743,8319,87,358,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted80.txt,34257,5029,1101,15203,182,764,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted241.txt,35155,5111,1265,15627,180,730,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted141.txt,32045,4782,1043,14215,173,730,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted72.txt,21715,3006,741,9791,108,448,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted289.txt,25048,3513,888,11153,130,544,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted175.txt,39363,5729,1473,17165,187,792,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted169.txt,25680,3568,891,11546,134,564,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted8.txt,19265,2655,738,8588,106,444,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted285.txt,32742,4837,1067,14486,174,738,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted162.txt,34201,4880,1123,15330,188,788,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted42.txt,18709,2728,711,8049,84,358,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted266.txt,23171,3176,852,10149,116,476,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted295.txt,23571,3251,806,10594,124,516,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted198.txt,33429,4930,1204,14788,165,686,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted28.txt,25235,3752,824,11122,135,566,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted287.txt,38710,5617,1407,17177,188,778,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted268.txt,17307,2468,609,7757,90,384,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted150.txt,31652,4484,1130,14169,167,698,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted184.txt,12737,1852,413,5745,69,302,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted183.txt,25450,3568,901,11404,133,550,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted212.txt,22625,3364,735,9972,119,508,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted255.txt,28254,3915,1012,12704,147,608,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted122.txt,29968,4446,991,13265,164,684,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted69.txt,16471,2357,574,7361,92,394,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted43.txt,24752,3550,880,11021,123,516,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted283.txt,20028,2782,697,9011,105,432,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted189.txt,26785,4003,861,11831,142,604,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted163.txt,19099,2787,659,8435,95,414,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted31.txt,16480,2555,477,7288,89,386,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted250.txt,24335,3347,838,10951,124,510,0
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-125-83%.txt,6258,1055,353,2668,23,556,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-103-92%.txt,2633,455,218,1058,8,478,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-129-31%.txt,14184,2209,573,6144,58,358,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-134-94%.txt,908,218,121,364,5,420,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-115-42%.txt,8657,1230,331,3831,43,316,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-133-61%.txt,12218,1846,541,5424,66,736,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-145-45%.txt,11922,1696,507,5090,59,438,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-106-35%.txt,22425,3130,882,9874,120,776,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-140-63%.txt,7220,1140,297,3238,39,440,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-118-66%.txt,10989,1726,461,4900,64,770,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-122-97%.txt,1050,278,155,409,5,596,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-102-80%.txt,3121,571,187,1370,19,436,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-111-45%.txt,15100,2209,586,6771,83,630,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-123-34%.txt,16680,2347,650,7483,91,574,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-146-36%.txt,14337,2020,531,6401,75,488,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-136-60%.txt,8714,1290,348,3878,47,508,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-127-91%.txt,1833,357,168,771,11,508,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-138-98%.txt,636,187,126,234,2,458,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-124-84%.txt,2998,574,190,1282,19,538,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-148-31%.txt,12580,1918,433,5661,70,418,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-108-98%.txt,813,221,160,295,3,582,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-110-75%.txt,9795,1628,486,4194,40,686,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-144-90%.txt,2461,471,179,1062,11,554,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-130-60%.txt,9891,1410,412,4450,49,486,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-139-52%.txt,17885,2749,745,7870,81,736,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-109-88%.txt,4908,773,320,2133,21,770,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-121-71%.txt,5759,804,254,2561,33,454,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-114-57%.txt,6310,900,231,2790,30,298,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-104-85%.txt,4021,645,252,1769,20,534,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-120-49%.txt,18189,2754,760,7809,77,632,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-141-98%.txt,711,243,182,238,3,696,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-150-47%.txt,18585,2710,767,8008,86,692,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-137-44%.txt,20438,3177,700,8915,106,796,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-107-89%.txt,2882,617,220,1179,14,590,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-117-36%.txt,17208,2407,617,7741,89,576,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-142-82%.txt,8264,1277,468,3472,34,774,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-128-84%.txt,3567,617,217,1564,16,482,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-126-31%.txt,17479,2493,665,7805,95,570,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-131-63%.txt,5192,788,240,2310,31,334,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-119-93%.txt,1242,269,96,521,5,324,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-147-90%.txt,3366,691,254,1374,15,654,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-143-50%.txt,16144,2424,638,7200,85,710,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-132-99%.txt,256,100,85,73,1,342,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-112-78%.txt,5491,899,305,2364,23,426,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-113-55%.txt,13862,2186,515,6151,80,748,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-116-38%.txt,16596,2490,676,7130,75,500,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-105-90%.txt,2955,555,207,1283,16,642,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-135-39%.txt,14995,2409,628,6478,71,480,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-101-37%.txt,18553,2590,690,8341,95,632,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Gronsfeld/Gronsfeld-149-31%.txt,17996,2657,674,7980,96,574,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-38-35%.txt,13099,1987,555,5633,52,334,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-26-86%.txt,2338,392,144,1027,11,346,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-48-67%.txt,10076,1625,416,4469,59,730,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-17-58%.txt,5834,900,220,2633,29,304,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-36-31%.txt,18107,2726,608,7949,94,558,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-13-93%.txt,1352,233,134,581,7,410,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-16-36%.txt,11645,1648,426,5219,62,396,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-12-81%.txt,6425,966,354,2823,27,618,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-19-92%.txt,1895,364,167,820,11,558,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-7-54%.txt,16904,2703,715,7373,81,722,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-2-68%.txt,5393,945,246,2289,24,336,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-3-65%.txt,6857,1014,300,3064,32,366,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-35-30%.txt,25127,3531,965,11007,127,752,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-44-35%.txt,22370,3419,744,9811,120,764,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-34-51%.txt,11865,1765,515,5267,62,526,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-20-63%.txt,8459,1284,367,3769,37,420,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-21-31%.txt,10366,1451,395,4654,58,342,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-37-98%.txt,643,155,94,249,2,318,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-18-57%.txt,14252,2232,522,6174,72,690,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-28-68%.txt,6457,966,265,2856,31,424,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-31-38%.txt,11157,1714,392,5018,63,420,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-9-75%.txt,5529,796,271,2428,27,484,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-30-63%.txt,9856,1402,415,4435,47,516,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-4-73%.txt,8461,1252,439,3752,46,696,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-50-34%.txt,18090,2555,652,8138,91,578,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-43-78%.txt,5811,842,304,2598,31,596,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-49-43%.txt,21262,2921,857,9275,108,784,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-1-100%.txt,112,112,112,0,0,482,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-33-73%.txt,11637,1822,589,4935,50,750,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-6-81%.txt,2774,422,153,1212,15,324,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-15-83%.txt,4839,799,312,2065,29,746,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-46-71%.txt,8687,1363,414,3826,42,598,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-42-91%.txt,2494,422,191,1001,11,538,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-41-75%.txt,8091,1231,369,3568,38,680,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-23-36%.txt,18739,2577,699,8237,99,650,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-22-99%.txt,259,157,143,56,0,596,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-25-76%.txt,5675,1015,283,2409,25,446,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-8-66%.txt,9059,1386,385,4051,50,612,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-5-52%.txt,9603,1355,428,4283,55,466,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-29-74%.txt,6189,982,318,2634,24,392,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-40-31%.txt,18449,2680,661,8281,102,622,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-45-66%.txt,11526,1640,532,5038,64,780,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-32-77%.txt,8640,1418,401,3710,43,772,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-47-81%.txt,4838,708,264,2160,24,524,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-24-46%.txt,17219,2709,599,7602,97,746,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-39-32%.txt,14798,2095,557,6645,77,462,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-11-90%.txt,3402,651,231,1434,12,522,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-27-82%.txt,5423,944,292,2380,30,684,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-10-79%.txt,3493,563,209,1469,21,422,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Atbash/Atbash-14-84%.txt,4606,774,234,1988,21,550,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-139-95%.txt,34249,32697,17564,791,55,1436,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-121-40%.txt,20105,9499,4656,5543,81,636,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-143-31%.txt,31817,13409,6189,9660,125,931,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-136-73%.txt,22279,17341,9010,2578,50,879,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-137-63%.txt,35740,25099,12843,5530,95,1298,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-102-69%.txt,19010,14196,7494,2523,52,737,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-148-64%.txt,18376,12663,6415,3057,53,686,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-142-65%.txt,39669,26477,13780,6671,104,1278,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-125-81%.txt,29431,23400,12497,3073,49,1007,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-147-59%.txt,29901,18569,9348,5912,85,1040,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-103-31%.txt,26079,10111,4650,8136,91,627,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-129-38%.txt,19204,8682,4190,5384,60,495,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-133-59%.txt,34782,23426,12431,5912,99,1171,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-149-86%.txt,26256,22899,12123,1721,43,1068,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-144-44%.txt,24732,12909,6412,6178,88,798,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-124-42%.txt,25639,13591,7014,6220,95,764,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-111-74%.txt,27681,21728,11352,3081,61,1097,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-135-59%.txt,24729,15466,7873,4769,68,764,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-122-71%.txt,26760,20541,10596,3291,65,1020,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-131-82%.txt,13954,12233,6462,875,31,608,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-140-98%.txt,19078,18662,9910,208,34,872,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-134-55%.txt,20778,12870,6482,4087,65,652,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-130-80%.txt,23135,18618,9709,2382,51,875,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-113-65%.txt,32864,23568,12102,4925,91,1235,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-110-69%.txt,33429,23464,12075,5120,83,1160,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-138-49%.txt,22713,13840,7340,4533,70,683,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-117-69%.txt,26660,18848,9731,4089,67,974,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-101-96%.txt,29380,28332,15174,536,47,1239,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-126-37%.txt,25053,11252,5322,7173,102,781,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-116-62%.txt,26121,17737,9451,4185,64,811,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-119-45%.txt,14219,6794,3382,3815,50,470,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-127-97%.txt,22625,22329,11943,146,31,1001,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-112-99%.txt,22169,22059,12105,59,20,848,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-132-51%.txt,16096,9740,4791,3268,51,517,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-145-37%.txt,23202,11363,5790,5920,79,601,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-150-76%.txt,35078,29215,15918,2989,69,1218,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-114-40%.txt,13286,6213,3023,3680,48,418,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-115-56%.txt,14228,8734,4496,2857,46,493,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-118-96%.txt,33726,32795,17461,499,53,1510,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-105-54%.txt,28654,18238,9111,5481,98,989,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-128-77%.txt,22107,19046,10318,1622,49,854,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-108-80%.txt,24593,20838,10924,1967,50,1048,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-107-41%.txt,27614,13772,6609,7242,100,832,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-141-76%.txt,30891,23793,12548,3643,75,1225,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-109-37%.txt,36245,17090,8634,9933,125,1055,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-120-36%.txt,33626,14599,6911,9662,116,860,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-146-100%.txt,21383,21383,11404,0,30,976,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-123-32%.txt,25791,11053,5509,7695,104,758,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-106-41%.txt,38198,20854,10849,8935,124,1095,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Caesar/Caesar-104-100%.txt,23861,23861,12817,0,33,1068,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Autokey/Autokey-97-45%.txt,12815,1740,528,5654,70,520,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Autokey/Autokey-77-70%.txt,7981,1179,365,3427,46,618,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Autokey/Autokey-67-58%.txt,6792,1060,269,3016,38,386,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Autokey/Autokey-95-78%.txt,2811,419,151,1228,14,302,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Autokey/Autokey-63-56%.txt,11480,1791,434,5134,64,608,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Autokey/Autokey-76-30%.txt,21053,3152,760,9311,109,642,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Autokey/Autokey-84-36%.txt,14679,2256,482,6385,74,492,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Autokey/Autokey-57-44%.txt,9965,1520,358,4492,55,404,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Autokey/Autokey-60-68%.txt,6145,936,326,2715,37,472,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Autokey/Autokey-93-89%.txt,2165,374,167,954,13,514,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Autokey/Autokey-72-36%.txt,13115,1967,445,5744,60,414,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Autokey/Autokey-79-80%.txt,2255,398,125,960,14,334,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Autokey/Autokey-54-42%.txt,19658,2870,739,8793,104,742,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Autokey/Autokey-91-49%.txt,7107,1077,268,3197,40,338,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Autokey/Autokey-73-50%.txt,10536,1478,424,4683,52,448,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Autokey/Autokey-88-86%.txt,3845,661,283,1677,23,662,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Autokey/Autokey-94-60%.txt,10484,1620,456,4632,52,550,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Autokey/Autokey-85-88%.txt,4246,752,285,1803,22,792,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Autokey/Autokey-59-69%.txt,7691,1253,306,3428,40,568,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Autokey/Autokey-87-41%.txt,15570,2412,526,6910,87,614,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Autokey/Autokey-58-96%.txt,1254,362,191,462,7,698,1
/root/Desktop/final Project/DATASET 600 files/Encrypted/Autokey/Autokey-89-89%.txt,5000,906,351,2102,20,778,1
