name of file ,feature 1 , feature 2 , feature 3 , feature 4, result
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1009-55%.txt,303,197,113,45,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-915-70%.txt,259,202,125,28,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1048-58%.txt,152,104,66,20,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1015-59%.txt,441,299,173,56,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1087-62%.txt,496,337,196,69,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1068-63%.txt,228,161,101,24,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-935-37%.txt,615,307,159,121,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1071-95%.txt,270,260,164,5,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-976-90%.txt,310,289,173,9,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1033-51%.txt,92,51,34,19,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1021-56%.txt,162,101,56,24,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-952-38%.txt,321,165,78,71,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1011-51%.txt,102,57,34,16,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-997-30%.txt,72,32,17,16,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-971-40%.txt,95,51,23,15,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1077-69%.txt,90,65,46,12,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-987-93%.txt,478,455,290,6,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-991-55%.txt,131,80,56,14,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-945-40%.txt,491,241,131,110,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-946-38%.txt,156,80,39,33,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1083-62%.txt,358,246,135,43,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1040-72%.txt,94,71,47,8,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-930-34%.txt,458,211,114,104,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-959-75%.txt,227,179,101,27,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1064-46%.txt,66,41,21,11,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1081-78%.txt,462,381,225,29,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-994-94%.txt,246,237,149,3,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-975-53%.txt,218,135,78,37,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1045-60%.txt,309,204,119,36,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-970-33%.txt,300,138,83,64,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1073-72%.txt,155,118,80,15,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1069-75%.txt,410,322,199,31,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1056-70%.txt,352,266,149,34,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-972-75%.txt,445,348,217,41,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1078-49%.txt,256,154,89,49,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-929-76%.txt,590,467,283,53,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-926-82%.txt,251,208,126,22,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-906-51%.txt,106,58,28,20,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-992-54%.txt,330,212,125,38,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-902-63%.txt,413,291,143,55,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-990-100%.txt,389,389,244,0,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-995-32%.txt,168,78,46,38,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1012-85%.txt,109,109,69,0,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-967-86%.txt,254,219,134,12,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-951-78%.txt,103,58,40,20,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-996-90%.txt,87,79,57,4,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-920-74%.txt,565,447,254,48,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1066-59%.txt,315,207,121,51,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-960-54%.txt,280,173,103,45,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1002-60%.txt,331,225,130,45,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1028-86%.txt,329,293,193,15,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-908-90%.txt,151,139,80,4,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-928-39%.txt,442,221,136,91,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-953-82%.txt,430,369,238,24,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-954-62%.txt,103,66,37,14,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1054-44%.txt,226,126,80,34,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1030-75%.txt,262,203,120,29,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-942-39%.txt,261,129,69,53,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1038-62%.txt,397,272,152,55,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1055-48%.txt,418,233,142,69,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-965-66%.txt,278,208,120,30,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-966-31%.txt,211,94,46,37,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1041-34%.txt,379,180,109,67,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1062-41%.txt,404,217,113,73,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-944-31%.txt,286,130,49,69,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-998-54%.txt,251,154,89,34,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-925-65%.txt,317,213,140,42,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1049-59%.txt,290,186,104,45,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1019-74%.txt,443,354,209,31,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-905-35%.txt,583,276,134,118,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-943-69%.txt,427,342,204,30,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1003-33%.txt,200,89,41,43,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-921-91%.txt,93,85,52,3,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1053-88%.txt,206,184,116,9,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1036-72%.txt,391,299,188,39,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-979-49%.txt,334,199,103,57,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1006-53%.txt,420,270,150,57,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-956-57%.txt,291,183,112,39,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-931-51%.txt,492,275,153,89,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1086-96%.txt,151,145,93,0,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-924-84%.txt,564,497,299,26,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1058-66%.txt,171,124,88,22,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1061-40%.txt,236,100,47,51,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1088-40%.txt,138,53,32,26,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-948-97%.txt,361,356,212,3,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-909-69%.txt,164,128,77,14,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1063-78%.txt,75,64,40,4,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1037-83%.txt,309,265,171,14,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1084-36%.txt,337,162,89,74,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1013-60%.txt,107,78,42,15,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-911-90%.txt,436,397,246,13,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1005-87%.txt,223,194,124,6,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1050-63%.txt,443,314,197,52,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-936-60%.txt,208,142,84,24,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-927-81%.txt,78,65,47,5,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-982-59%.txt,84,53,35,14,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1029-58%.txt,380,247,134,51,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1039-69%.txt,427,321,214,36,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1034-64%.txt,399,308,173,39,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1074-40%.txt,431,220,127,81,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-919-74%.txt,114,88,58,12,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-973-61%.txt,125,74,47,20,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1060-100%.txt,82,82,53,0,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-904-57%.txt,489,321,182,71,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1043-50%.txt,560,330,207,91,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1047-58%.txt,276,185,118,40,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-962-44%.txt,110,70,31,18,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-955-63%.txt,457,320,169,55,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1035-40%.txt,176,86,49,38,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-903-40%.txt,99,54,26,22,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1024-40%.txt,424,223,117,72,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-999-42%.txt,236,128,67,45,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1014-96%.txt,239,234,136,2,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-907-68%.txt,100,76,43,11,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1082-55%.txt,183,124,79,24,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-913-80%.txt,485,411,238,29,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-993-70%.txt,318,254,169,27,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-917-43%.txt,610,340,188,116,1
