name of file ,feature 1 , feature 2 , feature 3 , feature 4, result
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-880-93%.txt,4969,4655,0,6,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-881-66%.txt,4619,4326,0,6,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-963-50%.txt,1265,1178,2,4,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-910-71%.txt,1670,1554,1,6,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-978-83%.txt,1403,1316,0,0,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-957-71%.txt,1569,1459,0,5,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-873-94%.txt,4565,4279,1,2,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-893-38%.txt,418,382,0,3,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-891-76%.txt,3066,2871,0,5,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-1019-79%.txt,4618,4326,0,4,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-883-66%.txt,4967,4657,1,5,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-1007-69%.txt,2169,2023,1,5,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-942-35%.txt,1117,1036,1,6,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-922-94%.txt,7070,6631,0,5,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-951-89%.txt,2172,2021,4,7,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-849-82%.txt,3822,3576,1,11,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-961-83%.txt,3664,3434,1,4,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-938-45%.txt,767,709,1,6,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-913-69%.txt,4416,4139,2,5,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-868-93%.txt,5716,5360,1,3,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-976-41%.txt,1514,1413,2,1,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-1018-39%.txt,1720,1601,0,6,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-866-61%.txt,3117,2917,1,4,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-862-79%.txt,870,802,0,5,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-917-95%.txt,7372,6911,0,6,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-1001-43%.txt,868,801,1,4,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-931-50%.txt,3269,3057,0,5,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-892-41%.txt,2667,2494,1,1,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-939-42%.txt,2118,1979,1,3,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-946-50%.txt,868,801,1,5,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-850-77%.txt,1018,944,0,5,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-909-42%.txt,865,803,2,2,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-953-89%.txt,5016,4703,2,2,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-973-73%.txt,1168,1083,0,4,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-1003-51%.txt,1218,1131,1,4,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-875-61%.txt,4818,4514,2,5,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-979-86%.txt,3567,3341,1,6,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-919-64%.txt,919,849,1,7,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-929-40%.txt,2915,2728,3,5,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-908-46%.txt,868,802,1,4,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-878-39%.txt,3116,2917,1,3,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-992-38%.txt,1568,1459,0,5,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-877-86%.txt,1069,990,0,7,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-870-97%.txt,6719,6301,0,7,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-1015-88%.txt,4966,4655,2,4,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-907-88%.txt,1065,989,1,3,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-920-30%.txt,2168,2024,1,3,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-986-86%.txt,2769,2587,1,5,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-1008-48%.txt,1465,1365,1,3,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-858-73%.txt,4769,4467,1,6,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-989-90%.txt,3168,2963,1,2,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-954-70%.txt,771,708,1,6,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-948-46%.txt,2166,2023,2,6,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-1021-53%.txt,1020,942,0,7,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-864-91%.txt,2421,2258,0,9,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-874-70%.txt,2122,1977,0,9,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-886-37%.txt,669,616,1,4,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-980-54%.txt,2018,1882,2,5,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-941-38%.txt,817,756,1,4,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-1016-30%.txt,967,895,1,3,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-855-87%.txt,6569,6159,0,2,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-888-51%.txt,3268,3058,1,4,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-934-40%.txt,1720,1600,1,4,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-943-99%.txt,5455,5125,0,0,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-984-52%.txt,2619,2448,1,4,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-852-94%.txt,768,707,2,3,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-945-61%.txt,3619,3386,0,5,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-926-41%.txt,1220,1130,1,6,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-947-96%.txt,4668,4373,1,5,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-996-41%.txt,420,378,0,7,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-935-36%.txt,2917,2728,0,2,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-1020-53%.txt,2416,2262,1,3,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-865-34%.txt,2618,2447,1,6,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-900-83%.txt,668,613,2,4,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-937-55%.txt,1969,1835,1,5,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-1002-34%.txt,1365,1271,2,4,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-1006-75%.txt,4068,3812,1,4,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-901-92%.txt,2718,2541,3,5,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-994-83%.txt,2617,2449,0,3,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-912-81%.txt,2116,1976,2,4,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-1004-55%.txt,418,378,2,5,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-924-40%.txt,2868,2681,0,7,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-944-43%.txt,1469,1366,2,6,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-936-89%.txt,2368,2213,2,2,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-897-68%.txt,2367,2211,1,6,1
/root/Desktop/final Project/type of ecrypted/RSA/Encrypted/RSA-925-46%.txt,1770,1648,0,3,1
